#Wavelength	Flux
#um	ph/s/m2
0.31	12985215549.4
0.31	13110347760.2
0.31	13226330707.2
0.31	13342338847.7
0.31	13240448744.0
0.31	13033002204.8
0.31	13059544995.5
0.31	13223769720.4
0.31	13218206158.1
0.31	13237888654.5
0.31	13363156930.5
0.31	13426470206.4
0.31	13437000474.7
0.31	13403902881.1
0.31	13138885225.3
0.31	12625795988.2
0.31	12392800373.1
0.31	12384849643.0
0.31	12252855389.7
0.31	12488412120.2
0.31	12974451670.6
0.31	13200932678.2
0.31	13294175555.0
0.31	13362154916.3
0.31	13356596395.8
0.31	13305058885.1
0.31	13209836260.8
0.31	13224950385.8
0.31	13281458565.4
0.31	13167804317.3
0.31	12959831780.0
0.31	12747217437.1
0.31	12426445502.1
0.31	12103308221.5
0.31	12088412811.4
0.31	12494602665.1
0.31	13050455161.2
0.31	13327942798.6
0.31	13340783200.7
0.31	13015236945.1
0.31	12100272110.3
0.31	11440689988.8
0.31	11948416935.2
0.31	12829308938.1
0.31	13305027908.5
0.31	13313270208.3
0.31	12793996169.5
0.31	12124870103.1
0.31	12070787585.6
0.31	12025908347.1
0.31	12077808336.2
0.31	12489257954.8
0.31	12640326536.6
0.31	12228966318.2
0.31	12089557402.3
0.31	12570340762.3
0.31	12924397990.4
0.31	13121706828.4
0.31	13332894098.0
0.31	13421881100.5
0.31	13365548358.6
0.31	12951625404.1
0.31	11686236503.4
0.31	10879784119.0
0.31	11958575350.5
0.31	13095280978.8
0.31	13253547312.3
0.31	12740099055.9
0.31	12150359976.5
0.31	12488672662.9
0.31	13143394094.2
0.31	13396426332.9
0.31	13460124718.1
0.31	13449921884.6
0.31	13349626687.7
0.32	13258552280.4
0.32	13262184512.4
0.32	13240404540.6
0.32	13001389480.4
0.32	12422584462.1
0.32	12074807314.5
0.32	12163853624.8
0.32	12671372468.7
0.32	13246037388.4
0.32	13446223706.4
0.32	13475321501.3
0.32	13481294245.2
0.32	13427131541.3
0.32	13243410515.7
0.32	13122119363.4
0.32	13257628765.9
0.32	13333000313.7
0.32	13237141416.5
0.32	12807982429.9
0.32	11631103465.1
0.32	11213277810.2
0.32	12402049500.5
0.32	13303957526.1
0.32	13478957818.3
0.32	13452514429.5
0.32	13347320379.7
0.32	13283801653.9
0.32	13370842144.3
0.32	13469479852.8
0.32	13456927552.4
0.32	13145449900.9
0.32	12178077647.8
0.32	11259189280.6
0.32	11830514252.4
0.32	12904986815.0
0.32	13349083077.4
0.32	13466347780.4
0.32	13474652773.3
0.32	13427298563.2
0.32	13296441702.5
0.32	12845470220.0
0.32	12002364926.8
0.32	11708929238.2
0.32	12137018504.6
0.32	12648729912.7
0.32	12991134763.9
0.32	13196671032.8
0.32	13392966077.6
0.32	13447697525.1
0.32	13298140238.0
0.32	13083536746.5
0.32	12980351688.2
0.32	12707617861.9
0.32	12641535705.3
0.32	13012123125.4
0.32	12978575622.3
0.32	12605836329.7
0.32	12767415050.1
0.32	13247371650.2
0.32	13390458650.1
0.32	12933935320.3
0.32	11608003596.3
0.32	10688614081.3
0.32	11326692512.4
0.32	12432242871.5
0.32	13061321893.0
0.32	13157977444.4
0.32	13019745806.5
0.32	12932656917.1
0.32	12896728797.2
0.32	12974794812.0
0.32	13220396389.2
0.32	13214738600.0
0.32	12990324928.7
0.32	13019551340.0
0.32	12930076713.2
0.32	12174807810.4
0.32	11922261533.6
0.32	12598672926.5
0.32	12402001207.2
0.32	11287745112.4
0.32	11018702671.1
0.32	11951516346.4
0.32	12663210456.0
0.32	11979535496.7
0.32	10801763968.8
0.32	10600117249.2
0.32	11237388399.7
0.32	11755921773.7
0.32	12258242890.1
0.32	12975129668.9
0.32	13319138492.9
0.32	13255186322.5
0.32	12878753817.4
0.32	12737786154.6
0.32	12858004218.3
0.32	12705345948.9
0.32	12631963263.4
0.32	12829202838.5
0.32	12800153377.2
0.32	12719761927.6
0.32	13010412324.0
0.32	13268446148.8
0.32	13337464226.6
0.32	13315452907.0
0.32	13006277460.5
0.32	12542937036.4
0.32	12644604215.0
0.32	13042876064.3
0.32	12985789212.7
0.32	12463866669.7
0.32	12060979815.0
0.32	12573828474.2
0.32	13271367766.9
0.32	13471316110.0
0.32	13428260562.2
0.32	13296383368.4
0.32	12816199641.3
0.32	11625266975.8
0.32	11149494506.6
0.32	12165365743.0
0.32	12790927710.4
0.32	12128044738.0
0.32	11619386958.0
0.32	12408817970.8
0.32	13102496109.9
0.32	13061695115.4
0.32	12894535383.0
0.32	13122809909.6
0.32	13374527844.8
0.32	13413313307.6
0.32	13398266617.6
0.32	13320016110.1
0.32	12773510589.1
0.32	11959974868.4
0.32	12258561842.7
0.32	13128624777.7
0.32	13448466539.4
0.32	13499001859.6
0.32	13451160994.7
0.32	13276794253.8
0.32	13226571183.1
0.32	13349744318.8
0.32	13355769787.4
0.32	12991478868.6
0.32	12509910609.8
0.32	12780748238.9
0.32	13349386245.9
0.32	13538300050.5
0.32	13504476157.8
0.32	13367464613.0
0.32	13260912840.9
0.32	13313845481.1
0.32	13162691734.8
0.32	12603290377.1
0.32	12522428023.0
0.32	13037578766.2
0.32	13318154925.8
0.32	13425106705.1
0.32	13508602694.8
0.32	13507604808.1
0.32	13424437872.2
0.32	13266116448.8
0.32	13074887888.7
0.32	12979909979.2
0.32	13089249074.9
0.32	13109348276.7
0.32	13155294498.7
0.32	13382150438.2
0.32	13519767300.9
0.32	13554019680.2
0.32	13541272683.2
0.32	13512073712.7
0.32	13527528698.8
0.32	13557089821.2
0.32	13546690071.3
0.32	13470454415.6
0.32	13246053981.7
0.32	12711184945.4
0.32	11689341912.0
0.32	11304748128.8
0.32	12246856851.8
0.32	12930362314.6
0.32	13094007726.9
0.32	13318867287.6
0.32	13388448003.3
0.32	13272102569.0
0.32	13151028509.7
0.32	13154698342.1
0.32	12878202812.5
0.32	11403176228.4
0.32	9763017295.6
0.32	10326850698.9
0.32	12221523922.4
0.32	13146106184.8
0.32	12685694337.0
0.32	11855302586.7
0.32	12113313871.5
0.32	12336034184.9
0.32	11415801392.9
0.32	11473511024.3
0.32	12591948781.3
0.32	12423477229.3
0.32	11156312252.3
0.32	10957011808.2
0.32	12059340697.5
0.32	12876530321.4
0.32	13066506325.6
0.32	13110269920.0
0.32	13281433570.3
0.32	13381850837.7
0.32	13298246990.0
0.32	13160350319.2
0.32	12755749295.9
0.32	11815295552.4
0.32	11063485117.5
0.32	11411618065.3
0.32	12477538823.8
0.32	13265057653.0
0.32	13464740512.0
0.32	13255901218.0
0.32	12888777059.8
0.32	12750700179.0
0.32	12943325568.7
0.32	13197414947.8
0.32	13264894137.9
0.32	13110260055.1
0.32	12686177724.9
0.32	12224191798.2
0.32	12459430321.7
0.32	13198242344.2
0.32	13554198452.0
0.32	13598118953.8
0.32	13587654793.5
0.32	13555900884.9
0.32	13396427212.6
0.32	12614808272.1
0.32	11307859321.6
0.32	11332653522.0
0.32	12341757099.0
0.32	12347723213.2
0.32	12046035051.4
0.32	12449603192.3
0.32	12602336861.1
0.32	12686455742.3
0.32	13002608393.9
0.32	13131772714.9
0.32	13090456539.7
0.32	12682057907.7
0.32	12635955467.2
0.32	13205717963.2
0.32	13545804157.5
0.32	13580326193.4
0.32	13522450250.4
0.32	13402946758.7
0.32	13335557851.7
0.32	13370072385.5
0.32	13364303408.6
0.32	13315854455.5
0.32	13319555172.7
0.32	13330370046.9
0.32	12762581241.6
0.32	11381227765.2
0.32	10488188846.0
0.32	11376388096.3
0.32	12770061115.6
0.32	13233982491.7
0.32	13278015960.6
0.32	13345788243.8
0.32	13275923462.4
0.32	12835784373.8
0.32	12445404851.3
0.32	12672172291.6
0.32	12991585681.3
0.32	12712702039.7
0.32	11576508356.9
0.32	10746446500.3
0.32	11555071568.7
0.32	12618019838.8
0.32	13080151850.8
0.32	12798735564.3
0.32	11305450301.3
0.32	10531896703.3
0.32	11832935597.9
0.32	12865652031.9
0.32	12800380596.7
0.32	12190700207.2
0.32	11977941416.7
0.32	12780442720.3
0.32	13402378934.4
0.32	13401341145.7
0.32	13212402166.5
0.32	12966337143.3
0.32	12565593760.5
0.32	12340824606.7
0.32	11856658739.2
0.32	11381914022.0
0.32	11992305723.2
0.32	12705166266.4
0.32	12963514032.2
0.32	12476786517.3
0.32	10904290341.7
0.32	10069620936.9
0.32	11387502682.7
0.32	12615144893.7
0.32	12759316450.7
0.32	13055962902.5
0.32	13369348455.1
0.32	13415951858.5
0.32	13500690388.1
0.32	13590215781.1
0.32	13622554233.3
0.32	13614383806.8
0.32	13575220190.4
0.32	13574196488.8
0.32	13601782114.2
0.32	13491071273.2
0.32	13165721857.4
0.32	12981017111.8
0.32	12968004765.8
0.32	13048018762.6
0.32	13192458336.3
0.32	12933719937.7
0.32	12524605659.1
0.32	12702448409.3
0.32	13259787155.4
0.32	13511730573.6
0.32	13314956813.9
0.32	12893738627.4
0.32	12964263091.4
0.32	13349988981.5
0.32	13434907056.5
0.32	13316840663.8
0.32	13275176886.0
0.32	13269340265.2
0.32	12745094736.4
0.32	11828917631.5
0.32	12064266366.2
0.32	13090640210.3
0.32	13514966189.1
0.32	13296422425.1
0.32	12530438107.9
0.32	11957939115.5
0.32	12461216378.0
0.32	13172623977.1
0.32	13468076392.6
0.32	13584220585.4
0.32	13595148059.6
0.32	13598897164.9
0.32	13609828906.7
0.32	13501131121.6
0.32	13193810167.0
0.32	12829000762.2
0.32	12751304625.7
0.32	12872256090.3
0.32	13175151444.9
0.32	13497263526.7
0.32	13539316333.1
0.32	13487990025.5
0.32	13539628525.1
0.32	13579301621.4
0.32	13573475160.0
0.32	13586810777.6
0.32	13578583588.7
0.32	13558382564.8
0.32	13588489090.9
0.32	13621000325.0
0.32	13586416486.8
0.32	13566200566.7
0.32	13591528387.4
0.32	13556931303.1
0.32	13431212268.1
0.32	12979368027.5
0.32	12138948993.6
0.32	11794809057.6
0.32	12450790648.1
0.32	12696709436.1
0.32	11680794957.2
0.32	10974184221.4
0.32	11894287488.6
0.32	12900964810.5
0.32	13255050376.1
0.32	13357186624.1
0.32	13286507865.7
0.32	12795697167.5
0.32	11622918913.2
0.32	11290320223.3
0.32	12225595360.8
0.32	12659117252.1
0.32	12681999421.1
0.32	12913873737.0
0.32	13174623795.8
0.32	12969310506.1
0.32	12482833589.8
0.32	11919352341.5
0.32	11454296190.2
0.32	12017880042.9
0.32	13057528482.1
0.32	13356937985.9
0.32	13355870651.0
0.32	13362016218.5
0.32	13050730040.6
0.32	12008260043.8
0.32	10544653700.8
0.32	10661174450.9
0.32	12254841063.9
0.32	13023573428.6
0.32	12252478971.4
0.32	11132293492.0
0.32	11641218660.0
0.32	12797718639.7
0.32	12981941568.0
0.32	12424717079.5
0.32	12392255960.1
0.32	13139944015.5
0.32	13596399872.3
0.32	13682050073.9
0.32	13683418673.3
0.32	13583614314.0
0.32	13257335692.0
0.32	13065910222.0
0.32	13334684414.6
0.32	13432413824.3
0.32	12925227883.2
0.32	12299840572.4
0.32	11961182222.9
0.32	11253602254.6
0.32	10702600235.0
0.32	10891748673.2
0.32	11285918155.9
0.32	12336161815.2
0.32	13130943544.8
0.32	13255283271.5
0.32	12930922620.9
0.32	12321794180.5
0.32	12571564097.0
0.32	13320917954.6
0.32	13594967768.8
0.32	13475644693.0
0.32	13085934143.4
0.32	12964116884.7
0.32	13146496145.5
0.32	12812174012.0
0.32	12272517059.8
0.32	12377596700.0
0.32	13096203767.6
0.32	13529908338.5
0.32	13410471802.5
0.32	13042145396.7
0.32	13019285058.8
0.32	13337161082.2
0.32	13541512313.8
0.32	13545280728.3
0.32	13464447437.3
0.32	13468211671.1
0.32	13452633897.4
0.32	13311315529.7
0.32	12964414141.8
0.32	12832688928.0
0.32	13247583836.1
0.32	13541609098.1
0.32	13262326392.3
0.32	12291017882.9
0.32	11866376355.5
0.32	12748431554.5
0.32	13432210820.7
0.32	13520689193.4
0.32	13536565808.0
0.32	13632335364.0
0.32	13636122911.5
0.32	13208891924.9
0.32	12430434414.0
0.32	12497068436.7
0.32	13244341397.2
0.32	13478218159.7
0.32	13305134913.8
0.32	13144134816.4
0.32	13080021573.3
0.32	12911695219.0
0.32	12864516435.0
0.32	12824595371.1
0.32	12670736962.4
0.32	12967774976.6
0.32	13289112157.4
0.32	13307415984.3
0.32	13291771617.6
0.32	13137883237.2
0.32	12780211365.8
0.32	12895502239.7
0.32	13294663207.5
0.32	13427012128.1
0.32	13059525735.5
0.32	11619335186.8
0.32	10074494091.0
0.32	10818240080.1
0.32	12436029618.5
0.32	12985939402.5
0.32	12831848081.9
0.32	12243074246.6
0.32	12239442055.0
0.32	12796837715.4
0.32	12472638232.5
0.32	11361320518.8
0.32	10908149595.6
0.32	11628424104.2
0.32	12803237968.3
0.32	13224936253.8
0.32	12927319535.9
0.32	12804648354.7
0.32	13165703488.0
0.32	13517100419.3
0.32	13579238186.6
0.32	13405519408.6
0.32	13183128947.0
0.32	12997174374.3
0.32	12594706627.0
0.32	12389194707.6
0.32	12259059364.6
0.32	12394107108.3
0.32	12969609557.3
0.32	12902765849.8
0.32	12302906615.6
0.32	12515899286.5
0.32	12872556495.0
0.32	12294422190.7
0.32	11906087796.2
0.32	12348020454.9
0.32	13072526631.2
0.32	13475693951.4
0.32	13445378702.3
0.32	13166584483.1
0.32	12456516225.8
0.32	11756054534.3
0.32	11983844818.1
0.32	11712100328.1
0.32	10799315044.6
0.32	11439011695.8
0.32	12607820400.3
0.32	13084478794.9
0.32	13356427702.4
0.32	13526013897.5
0.32	13620034198.3
0.32	13614083108.8
0.32	13459337381.9
0.32	12804481993.5
0.32	12171448557.7
0.32	12253183571.3
0.32	11729777239.5
0.32	11313647362.0
0.32	12388654536.2
0.32	13388211673.8
0.32	13553105345.5
0.32	13151639771.1
0.32	12820891388.8
0.32	12695199769.4
0.32	11929647846.5
0.32	11703702809.1
0.32	12706336241.9
0.32	13445341204.7
0.32	13407595953.2
0.32	12778559779.7
0.32	11802414166.9
0.32	11006912640.4
0.32	10920025783.5
0.32	11920835324.9
0.32	12476940068.1
0.32	12025901023.9
0.32	11846174587.8
0.32	12470902234.9
0.32	12882995722.1
0.32	13023694529.7
0.32	13281829441.2
0.32	13385897884.9
0.32	13279589929.2
0.32	13322513469.7
0.32	13463326053.2
0.32	13560110171.5
0.32	13595734296.2
0.32	13369454324.1
0.32	12842030930.0
0.32	12123540933.8
0.32	11409803494.1
0.32	11697443701.6
0.32	12592479916.6
0.32	13299103788.1
0.32	13684995859.9
0.32	13693714067.5
0.32	13437841285.9
0.32	13287275123.8
0.32	13452780079.8
0.32	13436974474.1
0.32	12884410068.9
0.32	12486160986.0
0.32	12931112976.6
0.32	13170215781.4
0.32	13132304629.6
0.32	13408253997.8
0.32	13640118297.8
0.32	13737133625.9
0.32	13782661708.0
0.32	13744787162.8
0.32	13625946863.2
0.32	13524260357.4
0.32	13476535665.6
0.32	13514693933.9
0.32	13616673452.0
0.32	13681855510.9
0.32	13742140316.8
0.32	13770521680.2
0.32	13769439584.5
0.32	13741352032.1
0.32	13479953206.7
0.32	12690452880.2
0.32	11755865768.6
0.32	11612107369.8
0.32	12212728128.9
0.32	13046887325.1
0.32	13598619203.0
0.32	13658961704.1
0.32	13441586966.2
0.32	13143050225.3
0.32	12320845507.1
0.32	11407509163.3
0.32	12001211826.0
0.32	13185195688.0
0.33	13528351954.5
0.33	13185372608.2
0.33	12721797673.4
0.33	12403274484.5
0.33	12355308321.3
0.33	12582907543.1
0.33	12990187090.0
0.33	13082539833.2
0.33	12950945701.5
0.33	12888242847.8
0.33	12746750677.1
0.33	13033612599.2
0.33	13446104433.4
0.33	13388350347.1
0.33	13286258951.3
0.33	13339304421.4
0.33	12833223435.4
0.33	11888547093.6
0.33	12185378081.9
0.33	13248552332.8
0.33	13609643516.4
0.33	13507498020.8
0.33	12922261287.0
0.33	11700954152.2
0.33	11601054759.7
0.33	12881759008.6
0.33	13622745438.4
0.33	13658630167.3
0.33	13605739195.9
0.33	13644098617.2
0.33	13334665266.4
0.33	12260433853.0
0.33	11647343270.7
0.33	12445473446.7
0.33	13085834713.8
0.33	13193257432.0
0.33	13471008866.0
0.33	13652548975.0
0.33	13663790289.9
0.33	13692312207.6
0.33	13385041316.7
0.33	12398637768.8
0.33	11992394244.2
0.33	12900030333.8
0.33	13625056636.4
0.33	13752404890.8
0.33	13753781794.0
0.33	13794691571.2
0.33	13815839430.4
0.33	13745554554.5
0.33	13529426593.0
0.33	13300900547.6
0.33	13220652749.2
0.33	13076107939.6
0.33	12674388511.8
0.33	12650926865.2
0.33	13225940674.2
0.33	13580947407.5
0.33	13228586788.8
0.33	12282444191.0
0.33	11694848621.1
0.33	11782615599.8
0.33	12602868747.9
0.33	13502483094.5
0.33	13783512642.5
0.33	13782415440.3
0.33	13741708593.4
0.33	13599487576.4
0.33	13264105747.1
0.33	13072285285.9
0.33	13207323794.2
0.33	13463754399.9
0.33	13695460906.0
0.33	13746377968.4
0.33	13675903696.0
0.33	13367552348.6
0.33	12397507166.7
0.33	11843616848.2
0.33	12724669317.2
0.33	13556326759.7
0.33	13775833151.3
0.33	13816880597.7
0.33	13825702279.4
0.33	13827083350.4
0.33	13830944323.7
0.33	13834808676.9
0.33	13798984135.0
0.33	13688730846.7
0.33	13489141552.7
0.33	13140637008.5
0.33	13112170379.7
0.33	13438590168.6
0.33	13253786021.4
0.33	12778524648.0
0.33	12990813360.7
0.33	13215558549.7
0.33	12948718888.7
0.33	13131287557.6
0.33	13592043511.7
0.33	13767263602.9
0.33	13624567432.7
0.33	13275655456.0
0.33	13187542033.7
0.33	13375214193.3
0.33	13520680970.9
0.33	13350553605.5
0.33	12979069048.8
0.33	13072341311.0
0.33	13314784982.0
0.33	13035173250.1
0.33	12986746813.2
0.33	13405810913.8
0.33	13578752940.4
0.33	13234390117.6
0.33	12765588140.4
0.33	13077826349.7
0.33	13626481160.9
0.33	13645261111.2
0.33	13143959511.9
0.33	12679889370.3
0.33	13059475631.5
0.33	13528751806.8
0.33	13398163156.5
0.33	13309872724.7
0.33	13545256429.0
0.33	13464435830.1
0.33	12758500648.2
0.33	12358778422.4
0.33	12506978142.9
0.33	12508229758.7
0.33	12995308079.7
0.33	13559729348.8
0.33	13678203281.6
0.33	13432846266.2
0.33	12686462457.2
0.33	12221601649.5
0.33	12793701447.2
0.33	13131560571.0
0.33	12756364000.9
0.33	12772602803.6
0.33	12853685737.9
0.33	12662920740.7
0.33	13093229551.7
0.33	13660829565.3
0.33	13816880606.9
0.33	13770851482.1
0.33	13662430175.2
0.33	13566466135.9
0.33	13453009757.2
0.33	13077436486.9
0.33	13016330657.2
0.33	13422095713.6
0.33	13543290070.2
0.33	13564618318.9
0.33	13521020637.1
0.33	13265116140.2
0.33	13301412501.4
0.33	13387679844.1
0.33	13131685128.3
0.33	13123002076.7
0.33	13226770018.2
0.33	13320560468.0
0.33	13606824656.0
0.33	13750669809.4
0.33	13507051297.6
0.33	12868361543.6
0.33	12707119344.0
0.33	13065984404.8
0.33	12642136829.8
0.33	12023110346.5
0.33	12404526951.7
0.33	13028683650.6
0.33	12642187676.3
0.33	11840260213.9
0.33	12329415108.8
0.33	13251631977.9
0.33	13538287595.6
0.33	13497088136.9
0.33	12920146109.6
0.33	12480795350.7
0.33	13025390451.8
0.33	13284622548.1
0.33	12599740974.4
0.33	12280404400.6
0.33	12870288766.5
0.33	13272404064.4
0.33	13178522426.6
0.33	12758890602.2
0.33	12404323230.6
0.33	12380505027.2
0.33	12785274845.7
0.33	13237755960.2
0.33	13597570509.1
0.33	13794489505.6
0.33	13773302219.4
0.33	13599141919.5
0.33	12981043921.3
0.33	12217348145.9
0.33	12614902695.2
0.33	13481658259.6
0.33	13716334851.3
0.33	13652466342.7
0.33	13330117064.3
0.33	12593601910.1
0.33	12321280674.3
0.33	12746733936.6
0.33	12986498990.9
0.33	12789455438.4
0.33	12584836170.6
0.33	12940171763.4
0.33	13501519469.1
0.33	13779152315.1
0.33	13838306539.6
0.33	13812054203.4
0.33	13793337992.4
0.33	13804769770.5
0.33	13738299404.1
0.33	13558720778.8
0.33	13416815301.0
0.33	13320120487.7
0.33	13293797267.8
0.33	13254903362.3
0.33	13009809450.4
0.33	13192171182.9
0.33	13585822881.2
0.33	13637486430.1
0.33	13666517525.6
0.33	13738327731.7
0.33	13621449521.8
0.33	13358608794.5
0.33	13070550970.5
0.33	13154910489.8
0.33	13566492729.8
0.33	13728952523.3
0.33	13453400357.1
0.33	12696911455.5
0.33	12257535501.3
0.33	12855582015.7
0.33	13285007444.4
0.33	13190623117.2
0.33	13073549443.5
0.33	12923703212.9
0.33	13091281366.3
0.33	13485672950.1
0.33	13635701138.3
0.33	13279189944.4
0.33	12622666541.7
0.33	12830629944.9
0.33	13590737660.4
0.33	13894649379.5
0.33	13898559691.1
0.33	13829339487.1
0.33	13704619812.0
0.33	13441152810.4
0.33	13273489465.6
0.33	13448887420.4
0.33	13654595355.2
0.33	13769509621.9
0.33	13849115467.6
0.33	13764690204.8
0.33	13276406034.8
0.33	12795596865.5
0.33	12981169216.5
0.33	13444501957.0
0.33	13748852868.9
0.33	13722449637.3
0.33	13622798971.8
0.33	13735296723.1
0.33	13842762979.3
0.33	13859306588.4
0.33	13858166006.4
0.33	13806489952.7
0.33	13764910700.6
0.33	13814304594.2
0.33	13891513150.5
0.33	13928292870.9
0.33	13937270685.3
0.33	13933607668.5
0.33	13909711803.4
0.33	13764431267.9
0.33	13401619896.4
0.33	12826271115.5
0.33	12101560451.2
0.33	11895323870.2
0.33	12359523336.9
0.33	12406305543.8
0.33	12564443953.5
0.33	13302179053.6
0.33	13703424098.0
0.33	13785797903.1
0.33	13640345391.6
0.33	13272055850.4
0.33	13217675210.5
0.33	13591258708.6
0.33	13848411646.0
0.33	13895388280.5
0.33	13818253206.6
0.33	13508026439.5
0.33	13124262811.0
0.33	13183853791.5
0.33	13512078843.4
0.33	13782074622.1
0.33	13813867931.5
0.33	13698643042.7
0.33	13725366097.0
0.33	13828156271.7
0.33	13865036176.7
0.33	13835993517.4
0.33	13822161000.7
0.33	13828614746.3
0.33	13824924814.3
0.33	13854212233.4
0.33	13916491872.5
0.33	13961019648.5
0.33	13970030854.5
0.33	13966352764.2
0.33	13919523733.6
0.33	13722912828.3
0.33	13488185477.6
0.33	13573320484.8
0.33	13673708506.3
0.33	13596353006.3
0.33	13595173133.7
0.33	13487309525.8
0.33	13432774444.8
0.33	13617032375.3
0.33	13669212838.0
0.33	13309757417.4
0.33	12802834590.6
0.33	13045558050.0
0.33	13494214982.0
0.33	13119345569.8
0.33	12716437076.7
0.33	13221127159.5
0.33	13784403466.6
0.33	13920564171.2
0.33	13838027607.9
0.33	13623210587.3
0.33	13543169864.6
0.33	13699713521.4
0.33	13767234376.4
0.33	13730442018.2
0.33	13747085191.1
0.33	13812086927.6
0.33	13760014123.3
0.33	13613747710.8
0.33	13416537253.1
0.33	13158175231.0
0.33	12991431972.3
0.33	12776271749.6
0.33	13042423467.4
0.33	13471640069.6
0.33	12988990522.7
0.33	11963600398.1
0.33	12112572398.1
0.33	13155967414.5
0.33	13710278575.7
0.33	13780464119.0
0.33	13771647346.9
0.33	13673605698.8
0.33	13488867615.0
0.33	13584554420.5
0.33	13728708554.3
0.33	13350107576.2
0.33	12795450870.1
0.33	13100259242.9
0.33	13734202873.4
0.33	13903951239.8
0.33	13810938788.5
0.33	13784251545.0
0.33	13892811547.7
0.33	13952904384.3
0.33	13923667941.2
0.33	13792320993.1
0.33	13523082435.3
0.33	13332944344.1
0.33	13513022368.7
0.33	13688026081.7
0.33	13551478756.3
0.33	13596256110.5
0.33	13835187052.0
0.33	13818683246.6
0.33	13278405146.4
0.33	12513150439.8
0.33	12225629711.0
0.33	12579552415.4
0.33	13299056132.8
0.33	13632701921.5
0.33	13616171597.2
0.33	13505032352.4
0.33	13485928391.9
0.33	13730219980.0
0.33	13913179600.7
0.33	13899224980.6
0.33	13642247675.1
0.33	13152411131.5
0.33	13112787605.8
0.33	13454429971.3
0.33	13228014014.4
0.33	12886382420.4
0.33	13148749792.1
0.33	13569884623.8
0.33	13463717726.3
0.33	12832647293.5
0.33	12757112178.0
0.33	13206544658.3
0.33	13530570535.8
0.33	13834167447.3
0.33	13973882764.7
0.33	13990651987.2
0.33	13989488648.3
0.33	13972950754.1
0.33	13969225972.6
0.33	13973185548.4
0.33	13961763543.8
0.33	13963163049.2
0.33	13995321185.2
0.33	13999288128.7
0.33	13777599927.8
0.33	13094259079.2
0.33	12736504521.2
0.33	13340551837.9
0.33	13872893571.7
0.33	13974334362.3
0.33	13939813335.8
0.33	13823170570.6
0.33	13714202220.1
0.33	13782305043.0
0.33	13935123185.1
0.33	14008393804.7
0.33	14020065361.6
0.33	14000928175.3
0.33	13889342944.9
0.33	13726373982.4
